abortive therapy
acupressure
acupuncture
adjunct therapy
adjunctive therapy
adjuvant therapy
alternative therapy
androgen replacement therapy
animal-assisted therapy
antibody therapy
antihormone therapy
antiserum therapy
aquarium therapy
aquatic therapy
aromatherapy
art therapy
auger therapy
aurotherapy
autism therapies
autologous immune enhancement therapy
balneotherapy
bioidentical hormone replacement therapy
biotherapy
blood irradiation therapy
brachytherapy
cardiac resynchronization therapy
cell therapy
cytotherapy
cell transfer therapy
chelation therapy
chemotherapy
chinese food therapy
chiropractic therapy
chronotherapy
chrysotherapy
climatotherapy
cobalt therapy
cold compression therapy
combination therapy
consolidation therapy
contrast bath therapy
counseling
craniosacral therapy
cryotherapy
crystal therapy
cupping therapy
curative therapy
cytoluminescent therapy
dark therapy
definitive therapy
destination therapy
diathermy
diesel therapy
dietary therapy
drug therapy
duct tape occlusion therapy
electrohomeopathy
electroconvulsive therapy
electromagnetic therapy
electromagnetic therapy
electron therapy
electrotherapy
empiric therapy
energy therapy
enzyme replacement therapy
epigenetic therapy
equine therapy
estrogen replacement therapy
exercise therapy
extracorporeal shockwave therapy
fast neutron therapy
feldenkrais therapy
feminizing hormone therapy
fluoride therapy
gene therapy
gene therapy for color blindness
gene therapy for epilepsy
gene therapy for osteoarthritis
gene therapy in parkinson's disease
gene therapy of the human retina
gold standard therapy
grape therapy
greyhound therapy
halotherapy
heat therapy
helminthic therapy
herbal therapy
hippotherapy
hormone therapy
hormonal therapy
hormone replacement therapy
horticultural therapy
host modulatory therapy
hydrotherapy
hyperbaric oxygen therapy
hyperthermia therapy
hypothermia therapy for neonatal encephalopathy
ichthyotherapy
immunosuppressive therapy
immunotherapy
induction therapy
intraoperative electron radiation therapy
intraoperative radiation therapy
intravenous immunoglobulin therapy
intravenous therapy
inversion therapy
investigational therapy
laser therapy
leech therapy
light therapy
lithium therapy
low level laser therapy
maggot therapy
magnet therapy
magnetic resonance therapy
maintenance therapy
manual therapy
martial arts therapy
masculinizing hormone therapy
massage therapy
medical gas therapy
medical nutrition therapy
medical therapy in general contexts means therapy and within medical contexts often means specifically pharmacotherapy
mesotherapy
microwave thermotherapy
mindfullness
molecular chaperone therapy
molecular therapy
monoclonal antibody therapy
monotherapy
mud therapy
music therapy
negative air ionization therapy
neoadjuvant therapy
neurologic music therapy
neuro therapy
neutron capture therapy of cancer
neutron therapy
occupational therapy
oral rehydration therapy
osmotherapy
oxygen therapy
ozone therapy
palliative therapy
particle therapy
pet therapy
phage therapy
pharmacotherapy
phonemic neurological hypochromium therapy
photodynamic therapy
phototherapy
photothermal therapy
physical therapy
physiotherapy
phytotherapy
platin therapy
polychemotherapy
polytherapy
preventive therapy
prolotherapy
prophylactic therapy
protein therapy
proton therapy
pulsed electromagnetic field therapy
puva therapy
qigong therapy
quack therapies
radiation therapy
radiotherapy
rehydration therapy
rescue therapy
respiratory therapy
retail therapy
salt therapy
salvage therapy
serotherapy
sex therapy
sonodynamic therapy
sound therapy
spa therapy
speech therapy
speleotherapy
stem cell therapy
step therapy
stepladder therapy
stepdown therapy
stereotactic radiation therapy
supportive therapy
systemic therapy
sweat therapy
tai chi therapy
targeted therapy
thalassotherapy
thermotherapy
tk cell therapy
tolerogenic therapy
transdermal continuous oxygen therapy
transgender hormone therapy
ultraviolet light therapy
urine therapy
virotherapy
wake therapy
waon therapy
water cure
